S.No	Message	Category	Sub Category	New Sub Category	Negative or Not	Remarks
12623	Ok .. Hope u hv updated the team .. If McAfee team need any help, let us know	General	General	G_General		
9197	Immediate message for you. call me	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
6244	Tom was roughed up by the police	To-Do	Urgent_Normal	TD_Urgent_Normal		
835	I meet him on Sunday	To-Do	General	TD_General		
438	Fire engines have priority over other vehicles.	General	General	G_General		
50	Every afternoon, the woman went to church to pray. let's meet her there	To-Do	General	TD_General		
10919	After cridit card payment, not reflecting online statement, check with bank	To-Do	Urgent_Normal	TD_Urgent_Normal		
5978	Petrol to be refueled in bike on the way to school	To-Do	Urgent_Normal	TD_Urgent_Normal		
12012	Dear Customer, Your SWIFT Vxi's Maruti Insurance policy is expiring on '28-jan-2017'. For renewal, Pl. contact any Maruti Dealer and he will assist you.	General	General	G_General		
3917	I need help to go to doctor	Emergency	Health	E_Health		
12633	Thanks a lot	General	General	G_General		
8354	Requested Destination not found, call immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
6846	Attention, fire at your office	Emergency	Fire	E_Fire		
8645	its raing heavily here,we strucked.please come	General	General	G_General		
290	shall I call you its very important matter	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
12270	You have received Rs.1000.00 from XXXXXXXXXX in your Paytm Wallet. For reference, wallet transaction id is 000000414. The Big Electronics Bazaar & win iphone7. http://m.p-y.tm/hu	General	General	G_General		
13201	pls help me get out . Fire !!	Emergency	Fire	E_Fire		
10466	Dear Sam, Your blood donation event is scheduled for tomo morning 10 am.	To-Do	General	TD_General		
9814	need money for the hospital bill	Emergency	Health	E_Health		
980	I'm supposed to meet Tom at 2:30	To-Do	Event	TD_Event		
5771	submit open idea by tomorrow	To-Do	Urgent_Normal	TD_Urgent_Normal		
5920	Marathon partcipation this weekend	To-Do	Urgent_Normal	TD_Urgent_Normal		
6825	House caught on fire, help	Emergency	Fire	E_Fire		
5245	the college is on fire, need to evacuate	Emergency	Fire	E_Fire		
8359	Unable to drive due to illness,call back as soon as possbile	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
4609	I am near your house ,Call back immediately as I am not getting exact address	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
5396	They told me its urgent so we will get call immediately	To-Do	Urgent_Normal	TD_Urgent_Normal		
4266	Found a kidnapped child on the street, report to the police !	Emergency	Police	E_Police		
3138	Women injured at Sarojini, Delhi	Emergency	Health	E_Health		
3453	My son is missing.	Emergency	Personal	E_Personal		
12133	Dear Customer, your Order #MBO-20436891-301216 will be delivered on 31 Dec 2016 between 07:00 am to 09:30 am. Thanks. bigbasket.com	General	General	G_General		
8551	learn its significance first then start applying.	General	General	G_General		
12698	I will contact you shortly	To-Do	General	TD_General		
7050	Please protect the personal belongings of the Fire victim being stolen by ill hearted and narrow minded people.	To-Do	Urgent_Normal	TD_Urgent_Normal		
7195	Movie ticket is booked, please call back.	To-Do	General	TD_Urgent_CallBack		
4175	Emergency! Bomb has been found on my office premises. Help to evacuate us.	Emergency	Police	E_Police		
9432	Accident patient unconcious take him to hospital	Emergency	Health	E_Health		
5023	Let me know when ur coming to Bangalore for your business meeting	To-Do	Urgent_Normal	TD_Urgent_Normal		
8482	But i have to. I like to have love and arrange.i hope I find somone soon.	General	General	G_General		
9025	Lost jewellery in bus	General	General	G_General		
3692	Car crossing the zebra line [Walker way].	Emergency	Police	E_Police		
5498	Association requested for the meeting before starting the game	To-Do	Event	TD_Event		
9276	Fake sms send to people with my name. Please help.	Emergency	Personal	E_Personal		
1644	Tom called Mary and asked her to come over.	General	General	G_General		
7358	Internet service boy will meet at 6PM today	To-Do	Event	TD_event		
10320	I can't, I don't have her number!	General	General	G_General		
5801	fill pan card form by next week Friday	To-Do	Urgent_Normal	TD_Urgent_Normal		
10533	I need you right now ,come to my house	To-Do	Urgent_Normal	TD_Urgent_Normal		
11574	Data usage alert: You have consumed 50% of the data usage limit on your Airtel No. 959XXXXX0	General	General	G_General		
12848	EMI due on31032017 in a/c XXXXX871338. Please pay in time. Please ignore, if already paid. Thanking you for banking with SBI.	General	General	G_General		
48	Welcome to Boston.let's meet there	To-Do	General	TD_General		
12194	The Lifestyle FLAT 50% OFF Sale! Shop online at Lifestylestores.com & Get FLAT 50-60% off on all Brands + FREE shipping + FREE returns- Online Exclusive	General	General	G_General		
9918	Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or 250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.	To-Do	General	TD_General		
8048	Swara is not well, call back once your free.	To-Do	General	TD_General		
12335	Hurry! Don't forget... You got 40% off 2 rides! Apply code RIDEKOL15 & commute in style. Valid in Kolkata, till Sun, Jan 29. TCA: t.uber.com/k15	General	General	G_General		
5394	Ugent call from office,I will call you back	To-Do	Urgent_Normal	TD_Urgent_Normal		
10184	No da if you run that it activate the full version da.	General	General	G_General		
12285	Last 3 days of TURTLE 4DAYS SHOPPING FESTIVAL. Shop for Rs 6000,PAY ONLY Rs 3000 & get additional Rs 1000 GIFT VOUCHER. Offer vld only till 23rdJan'17.HURRY!T&C	General	General	G_General		
10953	Got severe headache	Emergency	Health	E_Health		
3363	Hospital negligence giving first aid killed by cousin.	Emergency	Police	E_Police		
8984	Waiting near XXXXXX location, Unable to reach you, please call back.	To-Do	General	TD_Urgent_CallBack		
615	She asked him to call her later.	To-Do	General	TD_General		
9137	Illegal drugs are sold at my next door . Please check	General	General	G_General		
3710	Telemarketing Fraud	Emergency	Police	E_Police		
10359	Suddenly Cheetah entered our school call immediately and inform all	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
1284	Are you calling me	General	General	G_General		
8813	If I understand you correctly, you think that we should meet up every day.	General	General	G_General		
1718	If anyone has a problem, tell them to call me.	General	General	G_General		
677	Call me sometime.	To-Do	General	TD_General		
9085	Hevay traffic near jucntion so signal is needed	General	General	G_General		
8002	Not able to reach office ontime due to fire on OOR road. Emergency is called.	General	General	G_General_Neg	N_Emergency_Fire	
7490	He is torturing me	Emergency	Personal	E_Personal		
9832	Take me to doctor I need help	Emergency	Health	E_Health		
3545	Three people are kidnapping the school childrens and moving to words silkboard	Emergency	Police	E_Police		
10622	you need to call him now and tell him to come to office right now	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
3866	Friend met with accident, please inform.	Emergency	Health	E_Health		
12922	Fire near your office, call for help	Emergency	Fire	E_Fire		
10896	My friend is in hospital, please call blood bank for blood availability	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
11648	Only for Today! FLAT Rs400 off on Rs1099 on Lifestyle & Homecentre Diwali gifting! Shop Online at Lifestylestores.com Use Code-TODAY400- valid on website only	General	General	G_General		
12944	The school building is on fire, start the evacuation now and call the fire engine	Emergency	Fire	E_Fire		
5988	Book train tickets for festival.	To-Do	Urgent_Normal	TD_Urgent_Normal		
1356	I tried calling your office.	General	General	G_General		
11728	Eat to your heart's content! Grab flat 10% off on delightful dishes. Use code EAT & order now https://goo.gl/zOPpMo. Also, pay via freecharge fo 20% cash back.	General	General	G_General		
5320	I'm glad you called to me immediately,I hope you will do same in future	To-Do	Urgent_Normal	TD_Urgent_Normal		
3510	Got stuck up in the lake and the water is flowing heavy call for help	Emergency	Police	E_Police		
4239	Verify the authenticity of the missing identity information received by email.	Emergency	Police	E_Police		
1024	I suggest that the meeting to be postponed to 19-feb	General	General	G_General		
1654	He is what is called a walking encyclopedia.	General	General	G_General		
2865	All are invited for the Syncup meeting tomorrow.	To-Do	Event	TD_Event		
6527	buy school gym uniform t-shirts	To-Do	General	TD_General		
3407	Elder people are threatened for life to sell land for less money.	Emergency	Police	E_Police		
3181	Threat to property. Local rowdies creating trouble	Emergency	Police	E_Police		
5105	Tom is is need of some open ideas.Could you please help him out	To-Do	Urgent_Normal	TD_Urgent_Normal		
12701	Pls give a callback once u r available	To-Do	General	TD_General		
6657	Protesters set bike on fire in Chennai. Becareful	General	General	G_General		
9666	Do you know any vertinary hospital nearby? My pet is critical.	Emergency	Health	E_Health		
5951	Rewards to be redeemed by 10th of this month	To-Do	Urgent_Normal	TD_Urgent_Normal		
10135	Keep winter clothes because its winter season	To-Do	General	TD_General		
4981	This is a hazard to your health	General	General	G_General_Neg	N_Emergency_Health	
2249	In election Pooling time , fire attack on opposition	Emergency	Police	E_Police		
12196	We miss you! Grab flat 20% off + 20% Cashback too from foodpanda. Valid on orders above Rs 200. Use Code - FRE20. Order now: https://goo.gl/zOPpMo.	General	General	G_General		
3765	Ordered a product TV but the company cheated by delivering mobile phone	Emergency	Police	E_Police		
6950	Bus catches fire on highway due to bus hits divider and few people severely injured, call the fire department	Emergency	Fire	E_Fire		
7415	Thank you for taking the time to meet with me yesterday.	General	General	G_General		
5477	Have to go passport office @ 10.am today!	To-Do	Event	TD_Event		
12719	We are almost full. Don't Miss out. Sat March 11 for Free Webinar on How to Raise a Happy & Stress Free Child. Book here: http://bit.ly/2m6pGxk Today.	General	General	G_General		
1277	You call that a marriage? (fcbond)	General	General	G_General		
3236	Health is wealth	General	General	G_General		
9629	Is there anywhere where I can find the medicines in affortable rate?	Emergency	Health	E_Health		
7475	A car is following us for long time	Emergency	Police	E_Police		
1291	He works in a call center. (Guybrush88)	General	General	G_General		
11379	Right. Coming to 6th floor in 2 mins.	To-Do	General	TD_General		
4764	Hi All, about special events and promotions on 3rd of next Month.	To-Do	Event	TD_Event		
10280	Awesome, lemme know whenever you're around	General	General	G_General		
4477	I will be joining college in the month of August.	To-Do	Event	TD_Event		
7372	You have a lunch meet with your boss at 1PM	To-Do	Event	TD_event		
9932	CLAIRE here.Jewel is alone at home..she doesn't seem to be ok..Y don't you join her tonight.Chat with her if she is ok 09099725823 hope 2 C U...Luv CLAIRE xx Calls1/minmoremobsEMSPOBox45PO139WA	To-Do	General	TD_General		
5847	meeting with broker @7pm	To-Do	Urgent_Normal	TD_Urgent_Normal		
683	Did you call Tom?	General	General	G_General		
12679	Rs 3,948.00 was spent on your Credit Card 4386XXXXXXXX3646 on 04-MAR-17 at VILLAGE HYPER MARKET.	General	General	G_General		
4281	I'm followed by stranger. I'm scared. Please rescue.	Emergency	Police	E_Police		
10148	U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT	To-Do	General	TD_General		
9897	Congratulations ur awarded either 500 of CD gift vouchers & Free entry 2 our 100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16.U need to come at our office tomorrow to claim the reward	To-Do	General	TD_General		
593	Call an ambulance.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
2626	Isolate contaminated persons	Emergency	Health	E_Health		
6016	Give food to puppy before you leave from house	To-Do	Urgent_Normal	TD_Urgent_Normal		
3053	get the car ready in 5 minutes	Emergency	Personal	E_Personal		
5691	Get the iron box repaired	To-Do	General	TD_General		
5116	Is there any urgent work that I have to do other than this?	To-Do	Urgent_Normal	TD_Urgent_Normal		
5350	I tried to call you but im unable reach you because you are in forest,call me immediately if you get mobile signal	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
2857	The meeting is so prolonged.	General	General	G_General		
5425	Im in office I will call you back with in 10min	To-Do	Urgent_Normal	TD_Urgent_Normal		
9762	Collect the test reports while coming from clinic	Emergency	Health	E_Health		
4051	Office documents have been stolen by an employee	Emergency	Police	E_Police		
7177	I tried to call you, please call back.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
4568	I am waiting near the school from long time ,kindly call back immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
13094	Truck containing dynamite exploded at the end of the street, fire is spreading very fast , call emergency	Emergency	Fire	E_Fire		
10521	director had called you. Please meet him once you are free.	To-Do	General	TD_General		
7588	Theif attempt at your home, your door lock is broken , please come quickely.	Emergency	Personal	E_Personal		
11665	I will be bit late to office,reach by ~11:00 am	Emergency	Personal	E_Personal		
7586	my Son got locked in bedroom, please call carpenter urgently	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
5293	they will to me in the midnight to know the exam result	To-Do	Urgent_Normal	TD_Urgent_Normal		
10018	Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow….call on this number to STOP the service else will be automatically activated	To-Do	General	TD_General		
12659	Ok take care and call me whenever you need something	General	General	G_General		
7514	I can hear gunfire from your house	Emergency	Police	E_Police		
4590	I am leaving the spot in few seconds ,call back immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
5150	Tom said some volunteers are urgently needed to help with the crisis.	To-Do	Urgent_Normal	TD_Urgent_Normal		
9035	Getting calls from unknown frequently	General	General	G_General		
4432	Class will start at sharp 9AM	To-Do	Event	TD_Event		
12000	Rs 2,960.50 was spent on your Credit Card 4386XXXXXXXX3646 on 13-DEC-16 at XXX.	General	General	G_General		
9364	Urgently xxx blood required, check with the hospital	Emergency	Health	E_Health		
12970	The ice cream parlor is on fire, call the fire engine right now	Emergency	Fire	E_Fire		
8104	Anu met with an accident, take her hospital urgently. Call me back urgently.	Emergency	Health	E_Health		
6602	buy stuff for dog	To-Do	General	TD_General		
7737	we will meet now, its urgent	To-Do	Urgent_Normal	TD_Urgent_Normal		
19	I called to you because I reached your home	To-Do	General	TD_General		
349	he got a call from office to come immediately	To-Do	Urgent_Normal	TD_Urgent_Normal		
9813	met with accident, need first aid kit urgent	Emergency	Health	E_Health		
1805	I'll call you in about an hour.	To-Do	Event	TD_Event		
8423	Require any urgent assistance, call back immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
2625	Assist injured persons.	Emergency	Health	E_Health		
7143	School fee for your son is due by tomorrow.	To-Do	Event	TD_Event		
6399	Sharing articles	To-Do	General	TD_General		
1230	She called her bear Ted.	General	General	G_General		
10833	Terrorism attack at school	Emergency	Police	E_Police		
13363	He saved raju and he is going to join him in hospital on time	Emergency	Health	E_Health		
2820	Your presence is solicited at an auspicious occasion of my marriage reception. You are requested to come along with your family and shower your purest blessings.	To-Do	Event	TD_Event		
8893	Someone outsider attack with acid to one of our residentials, please call doctor and police urgently.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
10646	There is an urgent need for new ideas to build a project	To-Do	Urgent_Normal	TD_Urgent_Normal		
2692	The meeting was is full of arguments.	General	General	G_General		
10481	The IPS officer is coming tomo morning. We shoild go and meet him.	To-Do	General	TD_General		
3257	Your appointment for apolloCradle has been confirmedfor 11:00a.m. . Ensure that you reach at time	Emergency	Health	E_Health		
1113	He began to twitch uncontrollably as I called 911.	General	General	G_General		
8705	Is there anything else that we need to discuss in the meeting	General	General	G_General		
2329	People should be sure to prepare for these kinds of emergencies at home.	General	General	G_General		
4986	I'll quit my job for the sake of my health	Emergency	Health	E_Health		
723	I have to wait for Tom's call.	General	General	G_General		
6053	There is an accident near by workplace. What are all the buses in my city to reach the hospital ?	Emergency	Health	E_Health		
7998	Please evacuate the building, there is fire near 1st floor.	Emergency	Fire	E_Fire		
13225	due to sudden fire ,people panicked .. Help!!	Emergency	Fire	E_Fire		
96	the meeting is over just now im coming to home	General	General	G_General		
6039	I am suffering from heart problem. can you list me all the Goverment hospital near by me with phone numbers	Emergency	Health	E_Health		
6706	Several palm trees have caught fire after lightning strikes across the city	General	General	G_General		
1888	Please be on time	General	General	G_General_Neg	N_Emergency_Personal	
1444	May I call you Tom?	General	General	G_General		
9043	Lost wallet in bus	General	General	G_General		
8745	I don't think you've met me during the last meeting	General	General	G_General		
756	We will have to meet tomorrow	To-Do	General	TD_General		
1964	hungry ??	General	General	G_General_Neg	N_Emergency_Personal	
9315	People threatening my friend for money	Emergency	Personal	E_Personal		
9663	You need to get these tablets, otherwise your headache won't stop	General	General	G_General		
8159	Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.	General	General	G_General		
1581	Why didn't you call me yesterday evening?	General	General	G_General		
1161	The mountain rescue team is on call 24 hours a day.	General	General	G_General		
9648	patient health critical due to a phone blast	Emergency	Health	E_Health		
4903	Pooja will be held at our house this Sunday..please come	To-Do	Event	TD_Event		
9632	What is the cap amount which is provided by our insurance? There has been an accident	Emergency	Health	E_Health		
8998	Your profile was rejected, due to some missing info. Please callback ASAP. To process further	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
1913	don`t eat ice- cream in winter	General	General	G_General		
2757	Movie tickets confirmed for movie XXX at INOX mantra show timings: 6.00pm.	To-Do	Event	TD_Event		
10819	Suicide bomber seen on street	Emergency	Police	E_Police		
357	call me immediately when you finish your work	To-Do	General	TD_General		
2040	You know the route of my place, just follow maps for Tata Nagar area	General	General	G_General		
9860	Considering the rain and traffic, the chief guest will arrive 1hr late, hence please engage the crowd with cultural activities.	To-Do	General	TD_General		
5493	Venue should be decided for the meeting	To-Do	Event	TD_Event		
5531	Annual award function organised at Orange Auditorium on Mar 5th	To-Do	Event	TD_Event		
5808	fill from for board examination in next two days	To-Do	Urgent_Normal	TD_Urgent_Normal		
90	The priest frantically came into the church saying he had a message from God. let us meet him once	To-Do	General	TD_General		
1010	Tom is supposed to meet Mary at 2:30	General	General	G_General		
7339	XXX meeting starts at Xpm tonight. Please call to your friends if you're attending	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
5734	submit project in april	To-Do	Urgent_Normal	TD_Urgent_Normal		
266	He says it's urgent and need to call now	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
4683	Once the kid is back from game,Call back immediately	To-Do	Urgent_Normal	TD_Urgent_Normal		
4563	Parcel is reached your destination address but door is locked call back immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
11620	Dear rider, save Rs. 500 on your Uber rides! Enjoy 50% cashback up to Rs. 100 on 5 trips with Paytm wallet!* Valid until next Friday, 28th Oct: t.uber.com/fifty	General	General	G_General		
5213	pour water on the fire now, otherwise it would spread fast	Emergency	Fire	E_Fire		
2529	Situation critical call an ambulance	Emergency	Health	E_Health		
6152	Emergency! There is earthquake in parliament and many died, injured. Call the ambulance.	Emergency	Health	E_Health		
3136	Need help. Seriously Injured.	Emergency	Health	E_Health		
12607	IndiGo: Dear IndiGo Customer, flight 6E 971 from BLR shall be boarding from gate 14. Boarding gate closes 25 mins prior to the departure time. Since this is a silent airport, no boarding announcements will be made. Wish you a pleasant flight.	General	General	G_General		
2222	Traffic jam because of any vechile stopped ?? Let me know	General	General	G_General		
1184	Are you calling me fat? (Dejo)	General	General	G_General		
10007	Unfortunately i've just found out that we have to pick my sister up from the airport this evening so don't think of going out at all. We should try to go out one of th	To-Do	General	TD_General		
307	Please contact me if anybody needs blood	General	General	G_General		
10086	Swimming class is at 6PM/AM.	To-Do	General	TD_General		
8338	Tununiq MLA Joe Enook says this is a serious and urgent situation,call back immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
11824	Your fund transfer for Rs. 2125.00 on 18-11-2016 is timed out. Please check with your bank (IMPS Ref no. 632313241043)	General	General	G_General		
11189	that officer is not releasing my paper,tommorow is last date to submit.please do something	To-Do	Urgent_Normal	TD_Urgent_Normal		
1660	I thought you were going to call last night.	General	General	G_General		
3030	Come to park immediately	Emergency	Personal	E_Personal		
12649	Your user name is 959XXXXX0 and password is Rm . Use this link for direct login https://wifi.airtel.in/	General	General	G_General		
13419	He is refusing to take medical treatment,his health is in critical condition	Emergency	Health	E_Health		
9487	I am hurt and in need of a doctor	Emergency	Health	E_Health		
9554	My debit card not working, please call back.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
1442	I'll call you back.	To-Do	General	TD_General		
13056	Fire at Skylabs, call emergency	Emergency	Fire	E_Fire		
7568	This is a disaster and no escape	Emergency	Personal	E_Personal		
11795	Mann Ki Baat in 19 languages. To hear give miss call again on 1922. Share inputs with PM on MyGov or click here http://pmapp.nic.in/a.jsp?NOO1P3WO1S	General	General	G_General		
6256	I caused an accident.	To-Do	Urgent_Normal	TD_Urgent_Normal		
12367	The NEFT Transaction from your a/c no XXXXXXXXXX with reference number XXXXXXXXXXXXX for Rs 26000.00 has been credited on 30-01-2017 at 08:08:35.	General	General	G_General		
610	Call me at six-thirty, please.	To-Do	Event	TD_Event		
1006	Can you come to the meeting tomorrow?	General	General	G_General		
3141	Lost my wallet.	Emergency	Personal	E_Personal		
13157	fire in cafeteria.use stairs to go out	Emergency	Fire	E_Fire		
7155	Swith off all lights.	To-Do	General	TD_General		
7592	can you book train tatkal tickets for Mumbai urgently.	To-Do	Urgent_Normal	TD_Urgent_Normal		
4135	A girl is attacked by a stranger. Please help her	Emergency	Police	E_Police		
566	Can we call Tom now	General	General	G_General		
8720	Can you ask her to send me the mail after the meeting	General	General	G_General		
1880	Do not smoke and drink	General	General	G_General		
1585	Can you tell Tom that I'll call him later	General	General	G_General		
12503	I need to call her right away	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
4505	Prototype of this project will be given on 12th march	To-Do	Event	TD_Event		
11305	house is flooding some water tab is broken as house is locked , tell to Uma she has key ,can open and check .	To-Do	Urgent_Normal	TD_Urgent_Normal		
12405	Good evening,Tomorrow we will meet at 11am i will update the engineering work status.	To-Do	Event	TD_Event		
9282	Saw guy pickpocketing in metro. Please help.	Emergency	Personal	E_Personal		
7613	I am alone in movie theater so I need help	Emergency	Personal	E_Personal		
9000	Lost ring in my dream	General	General	G_General		
7526	If they find me they may kill me	Emergency	Police	E_Police		
3121	Need an ambulance urgently.	Emergency	Health	E_Health		
8663	flood situation.i am natioal level swimming athlete.in this apartment any body need help contact me	Emergency	Personal	E_Personal		
5340	they will call you from delhi, you should pick up immediately	To-Do	Urgent_Normal	TD_Urgent_Normal		
5784	circus ticket booked for today night	To-Do	Urgent_Normal	TD_Urgent_Normal		
9406	Nose bleeding continuosly, please help	Emergency	Health	E_Health		
11139	he fell down from stairs, bring first aid box quickly	To-Do	Urgent_Normal	TD_Urgent_Normal		
419	come and meet hari in the hospital as he is very sick	General	General	G_General		
11031	Sweating a lot.	Emergency	Health	E_Health		
9066	In laws harassing for dowry	General	General	G_General		
6788	Fire due to gas leakage, please help me.	Emergency	Fire	E_Fire		
2346	Then one day Radha surprises Mundu and tells Ashok to fire him	General	General	G_General_Neg	N_Emergency_Personal	
8242	Is there a reason we've not spoken this year? Call me now	To-Do	General	TD_General		
12450	Hi ABC. Few visitors from Aura design team will be available tomorrow. Will you be available to join? If not pls nominate some other leader. They have few ideas related to utility and calender areas. XYZ	General	General	G_General		
10341	There is firing in our office call police immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
7187	Campus water supply contaminated. Do not consume tap water., please call back.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
8445	The hair cream has not been shipped.i needed it urgently.	To-Do	Urgent_Normal	TD_Urgent_Normal		
6203	Tom had something urgent to do.	To-Do	Urgent_Normal	TD_Urgent_Normal		
1351	He will call on me tomorrow.	General	General	G_General		
4639	If any natural disaster,Call back immediately	To-Do	Urgent_Normal	TD_Urgent_Normal		
2584	Please help, emergency situation	Emergency	Health	E_Health		
5436	Customer meeting has to be done on this Week	To-Do	Event	TD_Event		
12430	Hi ABC! Your order is confirmed by Biriyani Zone. To track status click: https://goo.gl - You can also reach restaurant at 917338256681	General	General	G_General		
9423	Severe bleeding	Emergency	Health	E_Health		
11622	Flat 40% off on first 1000 orders, use code RUSHFZ. Get 10% off thereon Use code HURRY & 20% freecharge cash back too(from 7:30pm) Order https://goo.gl/zOPpMo.	General	General	G_General		
9367	Need help, call an ambulance	Emergency	Health	E_Health		
649	Tom called you. (	General	General	G_General		
9789	Could anyone please call emergency	Emergency	Health	E_Health		
9739	I need help	Emergency	Health	E_Health		
2660	Please find the MOM’s as mentioned.	General	General	G_General		
9669	Do you know any animal caretaker, I see a pet in a very bad health	Emergency	Health	E_Health		
8308	Awesome, plan to get here any time after like &lt;#&gt; , I'll text you details	General	General	G_General		
12054	FLAT 50% OFF all uberPOOL rides in Kolkata. Ride at half the price of uberGO fare every evening, from 5-8pm. Request your uberPOOL ride NOW! t.uber.com/uapp	General	General	G_General		
12537	NOW OR NEVER! LAST 2 DAYS of FLAT 50% OFF at LIFESTYLE SALE! Sale ends on 19 Feb. Visit us today! Offer on select styles. T&C. To opt out call +918039275834	General	General	G_General		
3400	Tax evasion is done using false income documents.	Emergency	Police	E_Police		
8504	today is the last appointment with the doctor about surgery, you need to go now	General	General	G_General		
11587	Dear Customer, we have received the payment of Rs.648.97 for your Airtel number 959XXXXX0. Remaining payment due: Rs.0.0. Please note, Cheque/ECS payments are subject to realization. You may view/pay your bills at www.airtel.in	General	General	G_General		
3503	Childrens are missing who went for eating ice cream	Emergency	Police	E_Police		
11299	please send me my ticket details as I have to leave office early due to some personal work .	General	General	G_General		
8469	aathi..pls call me? I'm not well	To-Do	General	TD_General		
4781	Today, trial classes are taking place in our Institution. Starts at 10am	To-Do	Event	TD_Event		
3290	Six year old girl missing in railway station.	Emergency	Police	E_Police		
10250	Dont talk to him ever ok its my word.	General	General	G_General		
1942	I love it	General	General	G_General		
3937	Please help getting an ambulance immediately	Emergency	Health	E_Health		
6517	go to shopping	To-Do	General	TD_General		
899	We have to meet him tomorrow	To-Do	General	TD_General		
9569	Getting ommit, please call back.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
6410	Please update timesheet by End of day	To-Do	Event	TD_Event		
1015	I want to postpone our meeting to 05-july	To-Do	General	TD_General		
30	Tom left Boston. let's meet	General	General	G_General		
11200	am in cafteria , please come fast	To-Do	Urgent_Normal	TD_Urgent_Normal		
6914	Petrol leakage found in the parking area, please inform security to block the area for sometime.	To-Do	Urgent_Normal	TD_Urgent_Normal		
5829	dinner with head manager @10pm	To-Do	Urgent_Normal	TD_Urgent_Normal		
11082	Blood is less.	Emergency	Health	E_Health		
4306	My neighbor is torturing us for silly matter and threatening us. Please help.	Emergency	Police	E_Police		
7676	Song lost direction cannot find anyone near to him hence need help	Emergency	Personal	E_Personal		
6067	Emergency! Mercury has been found on my office premises. Help to evacuate us and call the ambulance.	Emergency	Health	E_Health		
9816	Hospital is overcharged, call the police	Emergency	Police	E_Police		
126	He meets her during my stay in Mexico	General	General	G_General		
9321	Building is under attack. Please save us	Emergency	Personal	E_Personal		
8144	What I meant to say is that I can't wait to see you again, getting bored of this bridgwater banter	General	General	G_General		
8713	Anyway, I’m phoning about the meeting next week.	General	General	G_General		
6614	get your pc repaired	To-Do	General	TD_General		
9143	Party is still going on in the late night . The time 2 pm	General	General	G_General		
7042	the fire is uncontrollable on the orient express, call more fire engines	Emergency	Fire	E_Fire		
10325	Aight will do, thanks again for comin out	General	General	G_General		
9242	Fire in my car. Help me escape.	Emergency	Fire	E_Fire		
4157	Bomb blast in the metro station	Emergency	Police	E_Police		
7659	Sunny lost mobile need help	Emergency	Personal	E_Personal		
4747	Church Event Reminders	To-Do	Event	TD_Event		
8390	Lost wallet while driving, call back urgently	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
770	we have to meet Tomorrow at 9am	To-Do	Event	TD_Event		
11314	I am late so can not attend the meeting .	General	General	G_General		
12395	Will callback .. In meeting	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
4165	Guide me to reach the police station now.	Emergency	Police	E_Police		
1353	I had to call off the party.	General	General	G_General		
7081	get out now, this floor is on fire	Emergency	Fire	E_Fire		
1596	I'll call you as as soon as possible as I get to Chicago	To-Do	General	TD_General		
10389	There is chance of Tornado in Bombay immediately call ERT team	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
5792	Time sheet fill @4pm	To-Do	Urgent_Normal	TD_Urgent_Normal		
12992	Fire in the club, help someone	Emergency	Fire	E_Fire		
897	you need to meet me tomorrow.	To-Do	General	TD_General		
8071	Which medicine to give to granny, please call back urgently.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
1242	Where did Tom call from?	General	General	G_General		
