S.No	Message	Old Category	Old Sub Category	Category	Sub Category	New Sub Category	Negative or Not	Remarks	IntegerLabel
5641	Kid's birthday tomorrow order cake	Urgent	To Do	To-Do	General	TD_General			3
5642	Parents marriage anniversary tomorrow wish them	Urgent	To Do	To-Do	General	TD_General			3
5643	Marriage anniversary tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5644	Tomorrow due to pay maintainance charges	Urgent	To Do	To-Do	General	TD_General			3
5645	Use discount coupon by tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5646	Team outing tomorrow pack your bag.	Urgent	To Do	To-Do	General	TD_General			3
5647	Carry phone charger and earphones for travel tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5648	Carry medicines traveling tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5649	Carry sunglasses	Urgent	To Do	To-Do	General	TD_General			3
5650	Meet friends at the college canteen tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5651	Collect book from the library today	Urgent	To Do	To-Do	General	TD_General			3
5652	Return book to library tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5653	Pick up friend from office today @ 5:00 P.M.	Urgent	To Do	To-Do	Event	TD_Event			3
5654	Music event starts @ 6.00 PM. tomorrow	Urgent	To Do	To-Do	Event	TD_Event			3
5655	Charge your phone battery completely for travel tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5656	Dinner with family tonight start early	Urgent	To Do	To-Do	General	TD_General			3
5657	Submit monthly expense claims in office tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5658	Collect the package from security today	Urgent	To Do	To-Do	General	TD_General			3
5659	Collect courier from security today	Urgent	To Do	To-Do	General	TD_General			3
5660	Carry icecream for kid today evening	Urgent	To Do	To-Do	General	TD_General			3
5661	Enquire kids school admission tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5662	Order pizza for party tonight	Urgent	To Do	To-Do	General	TD_General			3
5663	Check PNR status tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5665	Book a cab in afternoon today	Urgent	To Do	To-Do	General	TD_General			3
5666	Pack food for travel tonight	Urgent	To Do	To-Do	General	TD_General			3
5667	visit mobile store to collect sim	Urgent	To Do	To-Do	General	TD_General			3
5668	Give photos to print tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5669	Collect photo prints today	Urgent	To Do	To-Do	General	TD_General			3
5670	Water the plants today	Urgent	To Do	To-Do	General	TD_General			3
5671	Purchase veggies in evening for cooking	Urgent	To Do	To-Do	General	TD_General			3
5672	Put clothes for laundry tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5673	Pay house rent tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5674	Book groceries online today	Urgent	To Do	To-Do	General	TD_General			3
5675	Meet friends at coffee day tomorrow @ 6:00 PM	Urgent	To Do	To-Do	Event	TD_Event			3
5676	Exchange product at the store  today	Urgent	To Do	To-Do	General	TD_General			3
5677	Tomorrow Last day to submit application form	Urgent	To Do	To-Do	General	TD_General			3
5678	subscribe to membership tomorrow last day	Urgent	To Do	To-Do	General	TD_General			3
5679	carry camera for the trip	Urgent	To Do	To-Do	General	TD_General			3
5680	watch night sky for comet tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5681	watch night sky for planets come near to earth today	Urgent	To Do	To-Do	General	TD_General			3
5682	watch super moon tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5683	visit friends home by evening 7:00 PM tomorrow	Urgent	To Do	To-Do	Event	TD_Event			3
5684	order water can today	Urgent	To Do	To-Do	General	TD_General			3
5685	sports day tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5686	Meet friends at restaurant for Lunch tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5687	Invite friends for high tea tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5688	Family arriving tomorrow refill groceries	Urgent	To Do	To-Do	General	TD_General			3
5689	Wish friend for his oversea travel tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5690	Friend travelling to my native send along documents to my parents	Urgent	To Do	To-Do	General	TD_General			3
5691	Get the iron box repaired	Urgent	To Do	To-Do	General	TD_General			3
5692	Refill hand wask at the basin	Urgent	To Do	To-Do	General	TD_General			3
5693	clean the fan blades tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5694	put the utensiles in the dish washer	Urgent	To Do	To-Do	General	TD_General			3
5695	Wash clothes tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5696	Plant the seasonal fruit and vegetables tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5697	Refill the water bottles  kept in refrigerator today	Urgent	To Do	To-Do	General	TD_General			3
5698	Keep for ice cubes in  refrigerator today	Urgent	To Do	To-Do	General	TD_General			3
5699	Guest arriving tomorrow re-arrange furnitures	Urgent	To Do	To-Do	General	TD_General			3
5700	clean the chimney mesh today	Urgent	To Do	To-Do	General	TD_General			3
5701	change the cushion covers as guest arriving tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5702	Iron the clothes today	Urgent	To Do	To-Do	General	TD_General			3
5703	Vacation - check the water taps and appliances before leaving tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5704	Put the clothes for drying today	Urgent	To Do	To-Do	General	TD_General			3
5705	check water level in air cooler today	Urgent	To Do	To-Do	General	TD_General			3
5706	Clean the water filter tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5707	Give the bike for water wash tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5708	clean the wash basins tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5709	Art exhibition tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5710	polish chairs/table tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5711	clean mirrors and glass tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5712	clean outside of appliances	Urgent	To Do	To-Do	General	TD_General			3
5713	clean kichen and arrange containers tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5714	Organize photos	Urgent	To Do	To-Do	General	TD_General			3
5715	Buy birthday card for friend	Urgent	To Do	To-Do	General	TD_General			3
5716	carry credit/debit card for travel tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5717	check tickets before travel tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5718	carry beverages for car trip tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5719	change email to Out of office before trip tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5720	Inform house servants about vacation tomorrow	Urgent	To Do	To-Do	General	TD_General			3
5721	copy film to card today	Urgent	To Do	To-Do	General	TD_General			3
5722	Take driving direction	Urgent	To Do	To-Do	General	TD_General			3
5723	Pack favorite toys of kid	Urgent	To Do	To-Do	General	TD_General			3
5724	Buy extra sweater for kid	Urgent	To Do	To-Do	General	TD_General			3
5725	Buy new coffee mugs today	Urgent	To Do	To-Do	General	TD_General			3
5726	Mother's birthday today buy cake	Urgent	To Do	To-Do	General	TD_General			3
5728	2016 financial year closing pay tax	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5729	pay phone bills for march	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5730	Meeting on Monday 9 am	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5731	pay gas bills by End of the day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5732	fill the application  form today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5733	viva on Friday evening	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5734	submit project in april	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5735	book bus ticket for Sunday	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5736	pay electricity bills for january	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5737	fill school from for may	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5738	parents teacher meeting @5pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5739	train ticket is booked for 12 april	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5740	meeting in Café Coffee day  on 7 april	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5741	meeting in guna @3pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5742	Scrum meeting @5pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5743	online meeting @6pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5744	Be on call for meeting @2pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5745	team lunch @BBQ  at 2pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5746	pay landline phone bills for may	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5747	meeting with onsite manager @5a.m	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5748	Time sheet approve @6pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5749	sanity update @4pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5750	project submit by @Monday at5pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5751	meeting in starbucks @3pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5752	fill ITR by today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5753	file a report of lost bag today'	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5754	submit credit call details today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5755	meet plumber today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5756	ask labour to repair door tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5757	all employee meeting @2 pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5758	students meet @7am	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5759	teacher`s meet @12 noon	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5760	students meet tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5761	fill insurance money today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5762	update the insurance of car today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5763	update the insurance of byk by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5764	take life time insurance by end of the day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5765	take LIC policy by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5766	fill loan form by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5767	take loan 12 may	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5768	fill loan ammount by end of this year	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5769	do homework by 6pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5770	finish the test in 1 hour	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5771	submit open idea by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5772	bring grocery by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5773	bring gas cyclinder by today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5774	go to meet doctor today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5775	take your mother to doctor tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5776	take your child for vaccination today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5777	take your daughter for vaccination tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5778	meet doctor today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5779	do the project work today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5780	fill model tracker today evening	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5781	catch the train today 6pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5782	print bus ticket by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5783	opera ticket booked for tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5784	circus ticket booked for today night	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5785	live oncert ticket booked for day noon	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5786	get the flour in coming next 3 days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5787	get the vegetables in coming next 4 days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5788	refill petrol in byk in next day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5789	buy tea leaves in the evening	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5790	give school fees in the next two days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5791	give college fees in the next 4 days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5792	Time sheet fill @4pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5793	give maid salary today evening	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5794	jio offer will expire recharge	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5795	sister`s birthday tomorrow make a call	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5796	fill form for gas passbook by today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5797	file e-filing for tax rebate today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5798	fill income tax declaration	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5799	submit housing loan paper today evening @6pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5800	fill voter`s id form tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5801	fill pan card form by next week Friday	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5802	fill adhar card form by next Monday	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5803	fill DTH bill by next Tuesday	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5804	fast starts from @12 midnight	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5805	do review by 5 pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5806	cancel flight ticket by today 12noon	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5807	fill college form by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5808	fill from for board examination in next two days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5809	go for car service in next three days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5810	go for byk service in next four days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5811	patch update by today evening	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5812	meeting with boss @5pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5813	meeting with H.R @2pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5814	meeting with passport manager	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5815	fill form for passport by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5816	school fees by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5817	interview scheduled for tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5818	fill debit card from detalis in next two days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5819	plumber will come today evening	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5820	report card given tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5821	house rent by next two days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5822	amazon packet to deliver by next day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5823	flipkart order will be deliver @1 pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5824	meeting with H.O.D @3pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5825	meeting with Modi @4pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5826	submit house tax by next Tuesday	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5827	pay post paid mobile bill today @5pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5828	lucky draw  today @5pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5829	dinner with head manager @10pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5830	lunch with CEO @12noon	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5831	print train ticket by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5832	renew passport in next 4 days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5833	take admit card by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5834	see result @2pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5835	buy birthday cake @12night	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5836	interview reschduled tomorrow @3pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5837	take medicine after lunch	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5838	take BP tablet daily morning	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5839	movie ticket booked @3pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5840	airtel 349 pack will expire in next 2 days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5841	romaing pack will expire after 12 midnight	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5842	jobong order will come @2pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5843	dinner with friend @10 pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5844	team meeting @4pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5845	give food to cat @5pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5846	apply for reimbursement in next two days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5847	meeting with broker @7pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5848	meeting with pricipal tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5849	fill form to be a member of BJP by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5850	submit project file by next week	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5851	take fever tablet in evening @7pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5852	drink cough syrup @11pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5853	submit physics project by next day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5854	submit report card by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5855	buy college books by next week	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5856	print flight ticket by tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5857	fill diesel in generater next day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5858	ticket booked for today evening movie	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5859	buy body wash by today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5860	brother`s birthday today buy cake	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5861	give tution fees in the evening	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5862	fill credit card form by today morning	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5863	fill SSC from by to night	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5864	submit bank statement by next week	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5865	cancel train ticket by today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5866	fill bank online from by today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5867	viva in the afternoon	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5868	submit IPR by today evening	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5869	order dinner for friend by 10pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5870	take sugar tablet daily@10am	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5871	visit doctor in evening	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5872	take insulin injection@9am	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5873	take ENT report in evening @6pm	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5874	submit admit card by today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5875	return the oder by today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5876	meet suraj at 12PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5877	your next meeting is at 5PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5878	Go to mosque by 1PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5879	Attend meeting at 3PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5880	Give salary to maid this Monday	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5881	AirIndia tickets are booked at 3PM today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5882	Book flight tickets at 12PM tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5883	Reach office early by 9AM tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5884	Drink green tea daily at 11AM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5885	recharge amount as JIO will expire tonight	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5886	Membership has to be taken in reliance digital store	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5887	Investment proofs to be submitted to govt. by 15th of this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5888	Give salary to watchman on 5th	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5889	Have breakfast at 10AM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5890	Wish for Parents marriage anniversary on tonight	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5891	Give salaries to your employees by 10th	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5892	Go to church by 11AM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5893	Pay electricity bill	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5894	Tax to be paid before income tax raids happen this time	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5895	Get ready for the wedding soon	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5896	Pay grocery bill by 5th of this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5897	Take grandma to hospital today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5898	Take grandpa to postoffice tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5899	Plan a meeting by End of the day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5900	Plan a meeting for all staff members in this week	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5901	Train tickets booked for tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5902	Book bus tickets for tonight	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5903	meet kavya at 4AM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5904	Book flight tickets at 3PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5905	Take mother to church tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5906	Take Father to saloon this week	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5907	Get an hair cut done this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5908	Get a saline bottle today as soon as possible	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5909	Buy a BP monitor as soon as possible today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5910	Need to go for hair spa this week	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5911	Get a facial done in coming 2days	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5912	Get ready for the party by 7PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5913	Pay Phone bill by End of the month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5914	take puppy on walk early morning tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5915	Go to bed by 10PM daily	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5916	Exercise at 4AM daily	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5917	Go for walk at 5AM daily	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5918	It's time to get your manicure and pedicure done	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5919	Wake up early tomorrow by 4AM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5920	Marathon partcipation this weekend	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5921	Bicycling race to be participated this weekend	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5922	Dance competion on Tuesday	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5923	Singing competition on annual day at 3PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5924	Exam fees to be paid by 10th of this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5925	Nominate yourself for dance competitions by today End of the day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5926	Pay credit card bill by 13th of this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5927	transfer money through paytm to mounica by End of the day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5928	recharge amount to your mom today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5929	Drop an email to Vyas tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5930	Write a letter to John this week	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5931	Shopping this Sunday	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5932	Baseball practice on Saturday	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5933	Plan family tour this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5934	Team lunch on Wednesday this week	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5935	Call Mr.John after reaching office tomorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5936	finish your homework by End of the day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5937	Meet Lisa tomorrow morning at 9	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5938	Take scholarship amount by evening	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5939	Close your loan amount by this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5940	Go to House warming ceremony at 11AM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5941	Go to work at 2PM tommorrow	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5942	Close the windows by 7PM,there might be heavy rain tonight as per weather forecast	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5943	27th is last date to fill your KPI	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5944	File ITR by End of the day today	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5945	Claim your insurance by 31st of this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5946	Meet Lusie at Coffee Day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5947	Take uncle john to gym at 3PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5948	Go to parlour at 5PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5949	Pay house rent by 5th	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5950	Claim your rewards by the End of the month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5951	Rewards to be redeemed by 10th of this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5952	School fees to be paid by 5th	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5953	Regular health checkup on 5PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5954	Track your expenses by 15th of this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5955	Join Gym this by 10th of this month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5956	Get ready by 5PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5957	Evening walk at 6PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5958	Shuttle at 5PM	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5959	Board the bus at 8:30 tonight	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5960	Reach Cubban park by 10:30	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5961	Flight at 10:30 Indigo Airlines	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5962	Clear your debts by the End of the month	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5963	Clear all the bills by End of the day	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
5964	SpiceJet ticket is booked on 12th September	Urgent	To Do	To-Do	Urgent	TD_Urgent			3
